FSRQ, DWJZ, LJJZ, JZZZL, SDATE, ACTUALSYI, NAVTYPE, SGZT, SHZT, FHFCZ, FHFCBZ, DTYPE, FHSP, FQJZ, preHighFSRQ, preHighDWJZ, preHighLJJZ, withdraw, 
2018-01-12, 1.0, 1.0, 0.0,            null,            ,            1,            封闭期,            封闭期,            ,            ,            null,            , 1.0, 2018-01-12, 1.0, 1.0, 0.0, 
2018-01-19, 1.0, 1.0, 0.0,            null,            ,            1,            封闭期,            封闭期,            ,            ,            null,            , 1.0, 2018-01-12, 1.0, 1.0, 0.0, 
2018-01-26, 1.002, 1.002, 0.0,            null,            ,            1,            封闭期,            封闭期,            ,            ,            null,            , 1.0, 2018-01-26, 1.002, 1.002, 0.0, 
2018-02-02, 1.0003, 1.0003, 0.0,            null,            ,            1,            封闭期,            封闭期,            ,            ,            null,            , 1.0, 2018-01-26, 1.002, 1.002, 0.0, 
2018-02-09, 0.9906, 0.9906, 0.0,            null,            ,            1,            封闭期,            封闭期,            ,            ,            null,            , 1.0, 2018-01-26, 1.002, 1.002, 0.0, 
2018-02-14, 1.0036, 1.0036, 0.0,            null,            ,            1,            封闭期,            封闭期,            ,            ,            null,            , 1.0, 2018-02-14, 1.0036, 1.0036, 0.0, 
2018-02-23, 1.0075, 1.0075, 0.0,            null,            ,            1,            封闭期,            封闭期,            ,            ,            null,            , 1.0, 2018-02-23, 1.0075, 1.0075, 0.0, 
2018-03-02, 1.0132, 1.0132, 0.0,            null,            ,            1,            封闭期,            封闭期,            ,            ,            null,            , 1.0, 2018-03-02, 1.0132, 1.0132, 0.0, 
2018-03-05, 1.0129, 1.0129, -0.03,            null,            ,            1,            开放申购,            开放赎回,            ,            ,            null,            , 0.9997, 2018-03-02, 1.0132, 1.0132, 0.03, 
2018-03-06, 1.014, 1.014, 0.11,            null,            ,            1,            开放申购,            开放赎回,            ,            ,            null,            , 1.0008, 2018-03-06, 1.014, 1.014, 0.0, 
2018-03-07, 1.0128, 1.0128, -0.12,            null,            ,            1,            开放申购,            开放赎回,            ,            ,            null,            , 0.9996, 2018-03-06, 1.014, 1.014, 0.12, 
2018-03-08, 1.0133, 1.0133, 0.05,            null,            ,            1,            开放申购,            开放赎回,            ,            ,            null,            , 1.0001, 2018-03-06, 1.014, 1.014, 0.07, 
2018-03-09, 1.0204, 1.0204, 0.7,            null,            ,            1,            开放申购,            开放赎回,            ,            ,            null,            , 1.0071, 2018-03-09, 1.0204, 1.0204, 0.0, 
2018-03-12, 1.025, 1.025, 0.45,            null,            ,            1,            开放申购,            开放赎回,            ,            ,            null,            , 1.01163, 2018-03-12, 1.025, 1.025, 0.0, 
2018-03-13, 1.0239, 1.0239, -0.11,            null,            ,            1,            开放申购,            开放赎回,            ,            ,            null,            , 1.01052, 2018-03-12, 1.025, 1.025, 0.11, 
2018-03-14, 1.0182, 1.0182, -0.56,            null,            ,            1,            开放申购,            开放赎回,            ,            ,            null,            , 1.00486, 2018-03-12, 1.025, 1.025, 0.67, 
2018-03-15, 1.017, 1.017, -0.12,            null,            ,            1,            开放申购,            开放赎回,            ,            ,            null,            , 1.00365, 2018-03-12, 1.025, 1.025, 0.79, 
2018-03-16, 1.0137, 1.0137, -0.32,            null,            ,            1,            开放申购,            开放赎回,            ,            ,            null,            , 1.00044, 2018-03-12, 1.025, 1.025, 1.11, 
2018-03-19, 1.0201, 1.0201, 0.63,            null,            ,            1,            开放申购,            开放赎回,            ,            ,            null,            , 1.00674, 2018-03-12, 1.025, 1.025, 0.48, 
2018-03-20, 1.0192, 1.0192, -0.09,            null,            ,            1,            开放申购,            开放赎回,            ,            ,            null,            , 1.00583, 2018-03-12, 1.025, 1.025, 0.57, 
2018-03-21, 1.0147, 1.0147, -0.44,            null,            ,            1,            开放申购,            开放赎回,            ,            ,            null,            , 1.0014, 2018-03-12, 1.025, 1.025, 1.01, 
2018-03-22, 1.0131, 1.0131, -0.16,            null,            ,            1,            开放申购,            开放赎回,            ,            ,            null,            , 0.9998, 2018-03-12, 1.025, 1.025, 1.17, 
2018-03-23, 1.0063, 1.0063, -0.67,            null,            ,            1,            开放申购,            开放赎回,            ,            ,            null,            , 0.9931, 2018-03-12, 1.025, 1.025, 1.83, 
2018-03-26, 1.0289, 1.0289, 2.25,            null,            ,            1,            开放申购,            开放赎回,            ,            ,            null,            , 1.01544, 2018-03-26, 1.0289, 1.0289, 0.0, 
2018-03-27, 1.0471, 1.0471, 1.77,            null,            ,            1,            开放申购,            开放赎回,            ,            ,            null,            , 1.03341, 2018-03-27, 1.0471, 1.0471, 0.0, 
2018-03-28, 1.0419, 1.0419, -0.5,            null,            ,            1,            开放申购,            开放赎回,            ,            ,            null,            , 1.02824, 2018-03-27, 1.0471, 1.0471, 0.5, 
2018-03-29, 1.0475, 1.0475, 0.54,            null,            ,            1,            开放申购,            开放赎回,            ,            ,            null,            , 1.03379, 2018-03-29, 1.0475, 1.0475, 0.0, 
2018-03-30, 1.0624, 1.0624, 1.42,            null,            ,            1,            开放申购,            开放赎回,            ,            ,            null,            , 1.04847, 2018-03-30, 1.0624, 1.0624, 0.0, 
2018-04-02, 1.0642, 1.0642, 0.17,            null,            ,            1,            开放申购,            开放赎回,            ,            ,            null,            , 1.05025, 2018-04-02, 1.0642, 1.0642, 0.0, 
2018-04-03, 1.0573, 1.0573, -0.65,            null,            ,            1,            开放申购,            开放赎回,            ,            ,            null,            , 1.04342, 2018-04-02, 1.0642, 1.0642, 0.65, 
2018-04-04, 1.0494, 1.0494, -0.75,            null,            ,            1,            开放申购,            开放赎回,            ,            ,            null,            , 1.03559, 2018-04-02, 1.0642, 1.0642, 1.4, 
2018-04-09, 1.0533, 1.0533, 0.37,            null,            ,            1,            开放申购,            开放赎回,            ,            ,            null,            , 1.03942, 2018-04-02, 1.0642, 1.0642, 1.03, 
2018-04-10, 1.0551, 1.0551, 0.17,            null,            ,            1,            开放申购,            开放赎回,            ,            ,            null,            , 1.04119, 2018-04-02, 1.0642, 1.0642, 0.86, 
2018-04-11, 1.0598, 1.0598, 0.45,            null,            ,            1,            开放申购,            开放赎回,            ,            ,            null,            , 1.04588, 2018-04-02, 1.0642, 1.0642, 0.42, 
2018-04-12, 1.0565, 1.0565, -0.31,            null,            ,            1,            开放申购,            开放赎回,            ,            ,            null,            , 1.04264, 2018-04-02, 1.0642, 1.0642, 0.72, 
2018-04-13, 1.056, 1.056, -0.05,            null,            ,            1,            开放申购,            开放赎回,            ,            ,            null,            , 1.04212, 2018-04-02, 1.0642, 1.0642, 0.77, 
2018-04-16, 1.0602, 1.0602, 0.4,            null,            ,            1,            开放申购,            开放赎回,            ,            ,            null,            , 1.04629, 2018-04-02, 1.0642, 1.0642, 0.38, 
2018-04-17, 1.0413, 1.0413, -1.78,            null,            ,            1,            开放申购,            开放赎回,            ,            ,            null,            , 1.02767, 2018-04-02, 1.0642, 1.0642, 2.15, 
2018-04-18, 1.0543, 1.0543, 1.25,            null,            ,            1,            开放申购,            开放赎回,            ,            ,            null,            , 1.04052, 2018-04-02, 1.0642, 1.0642, 0.93, 
2018-04-19, 1.057, 1.057, 0.26,            null,            ,            1,            开放申购,            开放赎回,            ,            ,            null,            , 1.04323, 2018-04-02, 1.0642, 1.0642, 0.67, 
2018-04-20, 1.0428, 1.0428, -1.34,            null,            ,            1,            开放申购,            开放赎回,            ,            ,            null,            , 1.02925, 2018-04-02, 1.0642, 1.0642, 2.0, 
2018-04-23, 1.0326, 1.0326, -0.98,            null,            ,            1,            开放申购,            开放赎回,            ,            ,            null,            , 1.01916, 2018-04-02, 1.0642, 1.0642, 2.96, 
2018-04-24, 1.0533, 1.0533, 2.0,            null,            ,            1,            开放申购,            开放赎回,            ,            ,            null,            , 1.03954, 2018-04-02, 1.0642, 1.0642, 1.02, 
2018-04-25, 1.0611, 1.0611, 0.74,            null,            ,            1,            开放申购,            开放赎回,            ,            ,            null,            , 1.04723, 2018-04-02, 1.0642, 1.0642, 0.29, 
2018-04-26, 1.0468, 1.0468, -1.35,            null,            ,            1,            开放申购,            开放赎回,            ,            ,            null,            , 1.03309, 2018-04-02, 1.0642, 1.0642, 1.63, 
2018-04-27, 1.0533, 1.0533, 0.62,            null,            ,            1,            开放申购,            开放赎回,            ,            ,            null,            , 1.0395, 2018-04-02, 1.0642, 1.0642, 1.02, 
2018-05-02, 1.0512, 1.0512, -0.2,            null,            ,            1,            开放申购,            开放赎回,            ,            ,            null,            , 1.03742, 2018-04-02, 1.0642, 1.0642, 1.22, 
2018-05-03, 1.0578, 1.0578, 0.63,            null,            ,            1,            开放申购,            开放赎回,            ,            ,            null,            , 1.04396, 2018-04-02, 1.0642, 1.0642, 0.6, 
2018-05-04, 1.0656, 1.0656, 0.74,            null,            ,            1,            开放申购,            开放赎回,            ,            ,            null,            , 1.05169, 2018-05-04, 1.0656, 1.0656, 0.0, 
2018-05-07, 1.0943, 1.0943, 2.69,            null,            ,            1,            开放申购,            开放赎回,            ,            ,            null,            , 1.07998, 2018-05-07, 1.0943, 1.0943, 0.0, 
2018-05-08, 1.0937, 1.0937, -0.05,            null,            ,            1,            开放申购,            开放赎回,            ,            ,            null,            , 1.07944, 2018-05-07, 1.0943, 1.0943, 0.05, 
2018-05-09, 1.0922, 1.0922, -0.14,            null,            ,            1,            开放申购,            开放赎回,            ,            ,            null,            , 1.07793, 2018-05-07, 1.0943, 1.0943, 0.19, 
2018-05-10, 1.0958, 1.0958, 0.33,            null,            ,            1,            开放申购,            开放赎回,            ,            ,            null,            , 1.08149, 2018-05-10, 1.0958, 1.0958, 0.0, 
2018-05-11, 1.0809, 1.0809, -1.36,            null,            ,            1,            开放申购,            开放赎回,            ,            ,            null,            , 1.06678, 2018-05-10, 1.0958, 1.0958, 1.36, 
2018-05-14, 1.0814, 1.0814, 0.05,            null,            ,            1,            开放申购,            开放赎回,            ,            ,            null,            , 1.06731, 2018-05-10, 1.0958, 1.0958, 1.31, 
2018-05-15, 1.1007, 1.1007, 1.78,            null,            ,            1,            开放申购,            开放赎回,            ,            ,            null,            , 1.08631, 2018-05-15, 1.1007, 1.1007, 0.0, 
2018-05-16, 1.0944, 1.0944, -0.57,            null,            ,            1,            开放申购,            开放赎回,            ,            ,            null,            , 1.08012, 2018-05-15, 1.1007, 1.1007, 0.57, 
2018-05-17, 1.0875, 1.0875, -0.63,            null,            ,            1,            开放申购,            开放赎回,            ,            ,            null,            , 1.07332, 2018-05-15, 1.1007, 1.1007, 1.2, 
2018-05-18, 1.0939, 1.0939, 0.59,            null,            ,            1,            开放申购,            开放赎回,            ,            ,            null,            , 1.07965, 2018-05-15, 1.1007, 1.1007, 0.61, 
2018-05-21, 1.1081, 1.1081, 1.3,            null,            ,            1,            开放申购,            开放赎回,            ,            ,            null,            , 1.09369, 2018-05-21, 1.1081, 1.1081, 0.0, 
2018-05-22, 1.1108, 1.1108, 0.24,            null,            ,            1,            开放申购,            开放赎回,            ,            ,            null,            , 1.09631, 2018-05-22, 1.1108, 1.1108, 0.0, 
2018-05-23, 1.1053, 1.1053, -0.5,            null,            ,            1,            开放申购,            开放赎回,            ,            ,            null,            , 1.09083, 2018-05-22, 1.1108, 1.1108, 0.5, 
2018-05-24, 1.0989, 1.0989, -0.58,            null,            ,            1,            开放申购,            开放赎回,            ,            ,            null,            , 1.0845, 2018-05-22, 1.1108, 1.1108, 1.08, 
2018-05-25, 1.0989, 1.0989, 0.0,            null,            ,            1,            开放申购,            开放赎回,            ,            ,            null,            , 1.0845, 2018-05-22, 1.1108, 1.1108, 1.08, 
2018-05-28, 1.1007, 1.1007, 0.16,            null,            ,            1,            开放申购,            开放赎回,            ,            ,            null,            , 1.08624, 2018-05-22, 1.1108, 1.1108, 0.92, 
2018-05-29, 1.0916, 1.0916, -0.83,            null,            ,            1,            开放申购,            开放赎回,            ,            ,            null,            , 1.07722, 2018-05-22, 1.1108, 1.1108, 1.74, 
2018-05-30, 1.0815, 1.0815, -0.93,            null,            ,            1,            开放申购,            开放赎回,            ,            ,            null,            , 1.0672, 2018-05-22, 1.1108, 1.1108, 2.66, 
2018-05-31, 1.0962, 1.0962, 1.36,            null,            ,            1,            开放申购,            开放赎回,            ,            ,            null,            , 1.08171, 2018-05-22, 1.1108, 1.1108, 1.33, 
2018-06-01, 1.0719, 1.0719, -2.22,            null,            ,            1,            开放申购,            开放赎回,            ,            ,            null,            , 1.0577, 2018-05-22, 1.1108, 1.1108, 3.52, 
2018-06-04, 1.072, 1.072, 0.01,            null,            ,            1,            开放申购,            开放赎回,            ,            ,            null,            , 1.05781, 2018-05-22, 1.1108, 1.1108, 3.51, 
2018-06-05, 1.0945, 1.0945, 2.1,            null,            ,            1,            开放申购,            开放赎回,            ,            ,            null,            , 1.08002, 2018-05-22, 1.1108, 1.1108, 1.49, 
2018-06-06, 1.1068, 1.1068, 1.12,            null,            ,            1,            开放申购,            开放赎回,            ,            ,            null,            , 1.09212, 2018-05-22, 1.1108, 1.1108, 0.38, 
2018-06-07, 1.1007, 1.1007, -0.55,            null,            ,            1,            开放申购,            开放赎回,            ,            ,            null,            , 1.08611, 2018-05-22, 1.1108, 1.1108, 0.93, 
2018-06-08, 1.1013, 1.1013, 0.05,            null,            ,            1,            开放申购,            开放赎回,            ,            ,            null,            , 1.08665, 2018-05-22, 1.1108, 1.1108, 0.88, 
2018-06-11, 1.0908, 1.0908, -0.95,            null,            ,            1,            开放申购,            开放赎回,            ,            ,            null,            , 1.07633, 2018-05-22, 1.1108, 1.1108, 1.82, 
2018-06-12, 1.1037, 1.1037, 1.18,            null,            ,            1,            开放申购,            开放赎回,            ,            ,            null,            , 1.08903, 2018-05-22, 1.1108, 1.1108, 0.66, 
2018-06-13, 1.0928, 1.0928, -0.99,            null,            ,            1,            开放申购,            开放赎回,            ,            ,            null,            , 1.07825, 2018-05-22, 1.1108, 1.1108, 1.65, 
2018-06-14, 1.0848, 1.0848, -0.73,            null,            ,            1,            开放申购,            开放赎回,            ,            ,            null,            , 1.07038, 2018-05-22, 1.1108, 1.1108, 2.37, 
2018-06-15, 1.0691, 1.0691, -1.45,            null,            ,            1,            开放申购,            开放赎回,            ,            ,            null,            , 1.05486, 2018-05-22, 1.1108, 1.1108, 3.78, 
2018-06-19, 1.0255, 1.0255, -4.08,            null,            ,            1,            开放申购,            开放赎回,            ,            ,            null,            , 1.01182, 2018-05-22, 1.1108, 1.1108, 7.71, 
2018-06-20, 1.0522, 1.0522, 2.6,            null,            ,            1,            开放申购,            开放赎回,            ,            ,            null,            , 1.03813, 2018-05-22, 1.1108, 1.1108, 5.31, 
2018-06-21, 1.0377, 1.0377, -1.38,            null,            ,            1,            开放申购,            开放赎回,            ,            ,            null,            , 1.0238, 2018-05-22, 1.1108, 1.1108, 6.61, 
2018-06-22, 1.0631, 1.0631, 2.45,            null,            ,            1,            开放申购,            开放赎回,            ,            ,            null,            , 1.04888, 2018-05-22, 1.1108, 1.1108, 4.33, 
