FSRQ, DWJZ, LJJZ, JZZZL, SDATE, ACTUALSYI, NAVTYPE, SGZT, SHZT, FHFCZ, FHFCBZ, DTYPE, FHSP, FQJZ, preHighFSRQ, preHighDWJZ, preHighLJJZ, withdraw, 
2015-05-26, 1.0, 1.0, 0.0,    null,    ,    1,    封闭期,    封闭期,    ,    ,    null,    , 1.0, 2015-05-26, 1.0, 1.0, 0.0, 
2015-05-29, 0.991, 0.991, 0.0,    null,    ,    1,    封闭期,    封闭期,    ,    ,    null,    , 0.991, 2015-05-26, 1.0, 1.0, 0.9, 
2015-06-05, 0.996, 0.996, 0.0,    null,    ,    1,    封闭期,    封闭期,    ,    ,    null,    , 0.996, 2015-05-26, 1.0, 1.0, 0.4, 
2015-06-12, 0.998, 0.998, 0.0,    null,    ,    1,    封闭期,    封闭期,    ,    ,    null,    , 0.998, 2015-05-26, 1.0, 1.0, 0.2, 
2015-06-19, 0.885, 0.885, 0.0,    null,    ,    1,    封闭期,    封闭期,    ,    ,    null,    , 0.885, 2015-05-26, 1.0, 1.0, 11.5, 
2015-06-26, 0.813, 0.813, 0.0,    null,    ,    1,    封闭期,    封闭期,    ,    ,    null,    , 0.813, 2015-05-26, 1.0, 1.0, 18.7, 
2015-06-30, 0.798, 0.798, 0.0,    null,    ,    1,    封闭期,    封闭期,    ,    ,    null,    , 0.798, 2015-05-26, 1.0, 1.0, 20.2, 
2015-07-01, 0.78, 0.78, -2.26,    null,    ,    1,    封闭期,    封闭期,    ,    ,    null,    , 0.78, 2015-05-26, 1.0, 1.0, 22.0, 
2015-07-02, 0.75, 0.75, -3.85,    null,    ,    1,    开放申购,    开放赎回,    ,    ,    null,    , 0.75, 2015-05-26, 1.0, 1.0, 25.0, 
2015-07-03, 0.734, 0.734, -2.13,    null,    ,    1,    开放申购,    开放赎回,    ,    ,    null,    , 0.734, 2015-05-26, 1.0, 1.0, 26.6, 
2015-07-06, 0.711, 0.711, -3.13,    null,    ,    1,    开放申购,    开放赎回,    ,    ,    null,    , 0.711, 2015-05-26, 1.0, 1.0, 28.9, 
2015-07-07, 0.665, 0.665, -6.47,    null,    ,    1,    开放申购,    开放赎回,    ,    ,    null,    , 0.665, 2015-05-26, 1.0, 1.0, 33.5, 
2015-07-08, 0.648, 0.648, -2.56,    null,    ,    1,    开放申购,    开放赎回,    ,    ,    null,    , 0.648, 2015-05-26, 1.0, 1.0, 35.2, 
2015-07-09, 0.661, 0.661, 2.01,    null,    ,    1,    开放申购,    开放赎回,    ,    ,    null,    , 0.661, 2015-05-26, 1.0, 1.0, 33.9, 
2015-07-10, 0.687, 0.687, 3.93,    null,    ,    1,    开放申购,    开放赎回,    ,    ,    null,    , 0.687, 2015-05-26, 1.0, 1.0, 31.3, 
2015-07-13, 0.715, 0.715, 4.08,    null,    ,    1,    开放申购,    开放赎回,    ,    ,    null,    , 0.715, 2015-05-26, 1.0, 1.0, 28.5, 
2015-07-14, 0.728, 0.728, 1.82,    null,    ,    1,    开放申购,    开放赎回,    ,    ,    null,    , 0.728, 2015-05-26, 1.0, 1.0, 27.2, 
2015-07-15, 0.71, 0.71, -2.47,    null,    ,    1,    开放申购,    开放赎回,    ,    ,    null,    , 0.71, 2015-05-26, 1.0, 1.0, 29.0, 
2015-07-16, 0.712, 0.712, 0.28,    null,    ,    1,    开放申购,    开放赎回,    ,    ,    null,    , 0.712, 2015-05-26, 1.0, 1.0, 28.8, 
2015-07-17, 0.733, 0.733, 2.95,    null,    ,    1,    开放申购,    开放赎回,    ,    ,    null,    , 0.733, 2015-05-26, 1.0, 1.0, 26.7, 
2015-07-20, 0.746, 0.746, 1.77,    null,    ,    1,    开放申购,    开放赎回,    ,    ,    null,    , 0.746, 2015-05-26, 1.0, 1.0, 25.4, 
2015-07-21, 0.748, 0.748, 0.27,    null,    ,    1,    开放申购,    开放赎回,    ,    ,    null,    , 0.748, 2015-05-26, 1.0, 1.0, 25.2, 
2015-07-22, 0.755, 0.755, 0.94,    null,    ,    1,    开放申购,    开放赎回,    ,    ,    null,    , 0.755, 2015-05-26, 1.0, 1.0, 24.5, 
2015-07-23, 0.762, 0.762, 0.93,    null,    ,    1,    开放申购,    开放赎回,    ,    ,    null,    , 0.762, 2015-05-26, 1.0, 1.0, 23.8, 
2015-07-24, 0.764, 0.764, 0.26,    null,    ,    1,    开放申购,    开放赎回,    ,    ,    null,    , 0.764, 2015-05-26, 1.0, 1.0, 23.6, 
2015-07-27, 0.753, 0.753, -1.44,    null,    ,    1,    开放申购,    开放赎回,    ,    ,    null,    , 0.753, 2015-05-26, 1.0, 1.0, 24.7, 
2015-07-28, 0.743, 0.743, -1.33,    null,    ,    1,    开放申购,    开放赎回,    ,    ,    null,    , 0.743, 2015-05-26, 1.0, 1.0, 25.7, 
2015-07-29, 0.754, 0.754, 1.48,    null,    ,    1,    开放申购,    开放赎回,    ,    ,    null,    , 0.754, 2015-05-26, 1.0, 1.0, 24.6, 
2015-07-30, 0.749, 0.749, -0.66,    null,    ,    1,    开放申购,    开放赎回,    ,    ,    null,    , 0.749, 2015-05-26, 1.0, 1.0, 25.1, 
2015-07-31, 0.742, 0.742, -0.93,    null,    ,    1,    开放申购,    开放赎回,    ,    ,    null,    , 0.742, 2015-05-26, 1.0, 1.0, 25.8, 
2015-08-03, 0.732, 0.732, -1.35,    null,    ,    1,    开放申购,    开放赎回,    ,    ,    null,    , 0.732, 2015-05-26, 1.0, 1.0, 26.8, 
2015-08-04, 0.741, 0.741, 1.23,    null,    ,    1,    开放申购,    开放赎回,    ,    ,    null,    , 0.741, 2015-05-26, 1.0, 1.0, 25.9, 
2015-08-05, 0.738, 0.738, -0.4,    null,    ,    1,    开放申购,    开放赎回,    ,    ,    null,    , 0.738, 2015-05-26, 1.0, 1.0, 26.2, 
2015-08-06, 0.736, 0.736, -0.27,    null,    ,    1,    开放申购,    开放赎回,    ,    ,    null,    , 0.736, 2015-05-26, 1.0, 1.0, 26.4, 
2015-08-07, 0.741, 0.741, 0.68,    null,    ,    1,    开放申购,    开放赎回,    ,    ,    null,    , 0.741, 2015-05-26, 1.0, 1.0, 25.9, 
2015-08-10, 0.749, 0.749, 1.08,    null,    ,    1,    开放申购,    开放赎回,    ,    ,    null,    , 0.749, 2015-05-26, 1.0, 1.0, 25.1, 
2015-08-11, 0.752, 0.752, 0.4,    null,    ,    1,    开放申购,    开放赎回,    ,    ,    null,    , 0.752, 2015-05-26, 1.0, 1.0, 24.8, 
2015-08-12, 0.744, 0.744, -1.06,    null,    ,    1,    开放申购,    开放赎回,    ,    ,    null,    , 0.744, 2015-05-26, 1.0, 1.0, 25.6, 
2015-08-13, 0.747, 0.747, 0.4,    null,    ,    1,    开放申购,    开放赎回,    ,    ,    null,    , 0.747, 2015-05-26, 1.0, 1.0, 25.3, 
2015-08-14, 0.746, 0.746, -0.13,    null,    ,    1,    开放申购,    开放赎回,    ,    ,    null,    , 0.746, 2015-05-26, 1.0, 1.0, 25.4, 
2015-08-17, 0.741, 0.741, -0.67,    null,    ,    1,    开放申购,    开放赎回,    ,    ,    null,    , 0.741, 2015-05-26, 1.0, 1.0, 25.9, 
2015-08-18, 0.728, 0.728, -1.75,    null,    ,    1,    开放申购,    开放赎回,    ,    ,    null,    , 0.728, 2015-05-26, 1.0, 1.0, 27.2, 
2015-08-19, 0.73, 0.73, 0.27,    null,    ,    1,    开放申购,    开放赎回,    ,    ,    null,    , 0.73, 2015-05-26, 1.0, 1.0, 27.0, 
2015-08-20, 0.725, 0.725, -0.68,    null,    ,    1,    开放申购,    开放赎回,    ,    ,    null,    , 0.725, 2015-05-26, 1.0, 1.0, 27.5, 
2015-08-21, 0.718, 0.718, -0.97,    null,    ,    1,    开放申购,    开放赎回,    ,    ,    null,    , 0.718, 2015-05-26, 1.0, 1.0, 28.2, 
2015-08-24, 0.708, 0.708, -1.39,    null,    ,    1,    开放申购,    开放赎回,    ,    ,    null,    , 0.708, 2015-05-26, 1.0, 1.0, 29.2, 
2015-08-25, 0.699, 0.699, -1.27,    null,    ,    1,    开放申购,    开放赎回,    ,    ,    null,    , 0.699, 2015-05-26, 1.0, 1.0, 30.1, 
2015-08-26, 0.698, 0.698, -0.14,    null,    ,    1,    开放申购,    开放赎回,    ,    ,    null,    , 0.698, 2015-05-26, 1.0, 1.0, 30.2, 
2015-08-27, 0.706, 0.706, 1.15,    null,    ,    1,    开放申购,    开放赎回,    ,    ,    null,    , 0.706, 2015-05-26, 1.0, 1.0, 29.4, 
2015-08-28, 0.715, 0.715, 1.27,    null,    ,    1,    开放申购,    开放赎回,    ,    ,    null,    , 0.715, 2015-05-26, 1.0, 1.0, 28.5, 
2015-08-31, 0.709, 0.709, -0.84,    null,    ,    1,    开放申购,    开放赎回,    ,    ,    null,    , 0.709, 2015-05-26, 1.0, 1.0, 29.1, 
2015-09-01, 0.699, 0.699, -1.41,    null,    ,    1,    开放申购,    开放赎回,    ,    ,    null,    , 0.699, 2015-05-26, 1.0, 1.0, 30.1, 
2015-09-02, 0.695, 0.695, -0.57,    null,    ,    1,    开放申购,    开放赎回,    ,    ,    null,    , 0.695, 2015-05-26, 1.0, 1.0, 30.5, 
2015-09-07, 0.694, 0.694, -0.14,    null,    ,    1,    开放申购,    开放赎回,    ,    ,    null,    , 0.694, 2015-05-26, 1.0, 1.0, 30.6, 
2015-09-08, 0.699, 0.699, 0.72,    null,    ,    1,    开放申购,    开放赎回,    ,    ,    null,    , 0.699, 2015-05-26, 1.0, 1.0, 30.1, 
2015-09-09, 0.704, 0.704, 0.72,    null,    ,    1,    开放申购,    开放赎回,    ,    ,    null,    , 0.704, 2015-05-26, 1.0, 1.0, 29.6, 
2015-09-10, 0.702, 0.702, -0.28,    null,    ,    1,    开放申购,    开放赎回,    ,    ,    null,    , 0.702, 2015-05-26, 1.0, 1.0, 29.8, 
2015-09-11, 0.702, 0.702, 0.0,    null,    ,    1,    开放申购,    开放赎回,    ,    ,    null,    , 0.702, 2015-05-26, 1.0, 1.0, 29.8, 
2015-09-14, 0.695, 0.695, -1.0,    null,    ,    1,    开放申购,    开放赎回,    ,    ,    null,    , 0.695, 2015-05-26, 1.0, 1.0, 30.5, 
2015-09-15, 0.689, 0.689, -0.86,    null,    ,    1,    开放申购,    开放赎回,    ,    ,    null,    , 0.689, 2015-05-26, 1.0, 1.0, 31.1, 
2015-09-16, 0.697, 0.697, 1.16,    null,    ,    1,    开放申购,    开放赎回,    ,    ,    null,    , 0.697, 2015-05-26, 1.0, 1.0, 30.3, 
2015-09-17, 0.696, 0.696, -0.14,    null,    ,    1,    开放申购,    开放赎回,    ,    ,    null,    , 0.696, 2015-05-26, 1.0, 1.0, 30.4, 
2015-09-18, 0.7, 0.7, 0.57,    null,    ,    1,    开放申购,    开放赎回,    ,    ,    null,    , 0.7, 2015-05-26, 1.0, 1.0, 30.0, 
2015-09-21, 0.708, 0.708, 1.14,    null,    ,    1,    开放申购,    开放赎回,    ,    ,    null,    , 0.708, 2015-05-26, 1.0, 1.0, 29.2, 
2015-09-22, 0.708, 0.708, 0.0,    null,    ,    1,    开放申购,    开放赎回,    ,    ,    null,    , 0.708, 2015-05-26, 1.0, 1.0, 29.2, 
2015-09-23, 0.706, 0.706, -0.28,    null,    ,    1,    开放申购,    开放赎回,    ,    ,    null,    , 0.706, 2015-05-26, 1.0, 1.0, 29.4, 
2015-09-24, 0.71, 0.71, 0.57,    null,    ,    1,    开放申购,    开放赎回,    ,    ,    null,    , 0.71, 2015-05-26, 1.0, 1.0, 29.0, 
2015-09-25, 0.701, 0.701, -1.27,    null,    ,    1,    开放申购,    开放赎回,    ,    ,    null,    , 0.701, 2015-05-26, 1.0, 1.0, 29.9, 
2015-09-28, 0.713, 0.713, 1.71,    null,    ,    1,    开放申购,    开放赎回,    ,    ,    null,    , 0.713, 2015-05-26, 1.0, 1.0, 28.7, 
2015-09-29, 0.713, 0.713, 0.0,    null,    ,    1,    开放申购,    开放赎回,    ,    ,    null,    , 0.713, 2015-05-26, 1.0, 1.0, 28.7, 
2015-09-30, 0.713, 0.713, 0.0,    null,    ,    1,    开放申购,    开放赎回,    ,    ,    null,    , 0.713, 2015-05-26, 1.0, 1.0, 28.7, 
2015-10-08, 0.729, 0.729, 2.24,    null,    ,    1,    开放申购,    开放赎回,    ,    ,    null,    , 0.729, 2015-05-26, 1.0, 1.0, 27.1, 
2015-10-09, 0.731, 0.731, 0.27,    null,    ,    1,    开放申购,    开放赎回,    ,    ,    null,    , 0.731, 2015-05-26, 1.0, 1.0, 26.9, 
2015-10-12, 0.746, 0.746, 2.05,    null,    ,    1,    开放申购,    开放赎回,    ,    ,    null,    , 0.746, 2015-05-26, 1.0, 1.0, 25.4, 
2015-10-13, 0.75, 0.75, 0.54,    null,    ,    1,    开放申购,    开放赎回,    ,    ,    null,    , 0.75, 2015-05-26, 1.0, 1.0, 25.0, 
2015-10-14, 0.739, 0.739, -1.47,    null,    ,    1,    开放申购,    开放赎回,    ,    ,    null,    , 0.739, 2015-05-26, 1.0, 1.0, 26.1, 
2015-10-15, 0.756, 0.756, 2.3,    null,    ,    1,    开放申购,    开放赎回,    ,    ,    null,    , 0.756, 2015-05-26, 1.0, 1.0, 24.4, 
2015-10-16, 0.764, 0.764, 1.06,    null,    ,    1,    开放申购,    开放赎回,    ,    ,    null,    , 0.764, 2015-05-26, 1.0, 1.0, 23.6, 
2015-10-19, 0.766, 0.766, 0.26,    null,    ,    1,    开放申购,    开放赎回,    ,    ,    null,    , 0.766, 2015-05-26, 1.0, 1.0, 23.4, 
2015-10-20, 0.773, 0.773, 0.91,    null,    ,    1,    开放申购,    开放赎回,    ,    ,    null,    , 0.773, 2015-05-26, 1.0, 1.0, 22.7, 
2015-10-21, 0.743, 0.743, -3.88,    null,    ,    1,    开放申购,    开放赎回,    ,    ,    null,    , 0.743, 2015-05-26, 1.0, 1.0, 25.7, 
2015-10-22, 0.757, 0.757, 1.88,    null,    ,    1,    开放申购,    开放赎回,    ,    ,    null,    , 0.757, 2015-05-26, 1.0, 1.0, 24.3, 
2015-10-23, 0.77, 0.77, 1.72,    null,    ,    1,    开放申购,    开放赎回,    ,    ,    null,    , 0.77, 2015-05-26, 1.0, 1.0, 23.0, 
