FSRQ, DWJZ, LJJZ, JZZZL, SDATE, ACTUALSYI, NAVTYPE, SGZT, SHZT, FHFCZ, FHFCBZ, DTYPE, FHSP, FQJZ, preHighFSRQ, preHighDWJZ, preHighLJJZ, withdraw, 
2018-09-05, 1.0, 1.0, 0.0,    null,    ,    1,    封闭期,    封闭期,    ,    ,    null,    , 1.0, 2018-09-05, 1.0, 1.0, 0.0, 
2018-09-07, 0.9986, 0.9986, 0.0,    null,    ,    1,    封闭期,    封闭期,    ,    ,    null,    , 0.9986, 2018-09-05, 1.0, 1.0, 0.14, 
2018-09-14, 0.9985, 0.9985, 0.0,    null,    ,    1,    封闭期,    封闭期,    ,    ,    null,    , 0.9985, 2018-09-05, 1.0, 1.0, 0.15, 
2018-09-21, 1.0143, 1.0143, 0.0,    null,    ,    1,    封闭期,    封闭期,    ,    ,    null,    , 1.0143, 2018-09-21, 1.0143, 1.0143, 0.0, 
2018-09-28, 1.0192, 1.0192, 0.0,    null,    ,    1,    封闭期,    封闭期,    ,    ,    null,    , 1.0192, 2018-09-28, 1.0192, 1.0192, 0.0, 
2018-10-08, 0.9972, 0.9972, -2.16,    null,    ,    1,    封闭期,    封闭期,    ,    ,    null,    , 0.9972, 2018-09-28, 1.0192, 1.0192, 2.16, 
2018-10-09, 0.997, 0.997, -0.02,    null,    ,    1,    封闭期,    封闭期,    ,    ,    null,    , 0.997, 2018-09-28, 1.0192, 1.0192, 2.18, 
2018-10-10, 0.9885, 0.9885, -0.85,    null,    ,    1,    开放申购,    开放赎回,    ,    ,    null,    , 0.9885, 2018-09-28, 1.0192, 1.0192, 3.01, 
2018-10-11, 0.9731, 0.9731, -1.56,    null,    ,    1,    开放申购,    开放赎回,    ,    ,    null,    , 0.9731, 2018-09-28, 1.0192, 1.0192, 4.52, 
2018-10-12, 0.9872, 0.9872, 1.45,    null,    ,    1,    开放申购,    开放赎回,    ,    ,    null,    , 0.9872, 2018-09-28, 1.0192, 1.0192, 3.14, 
2018-10-15, 0.982, 0.982, -0.53,    null,    ,    1,    开放申购,    开放赎回,    ,    ,    null,    , 0.982, 2018-09-28, 1.0192, 1.0192, 3.65, 
2018-10-16, 0.9793, 0.9793, -0.27,    null,    ,    1,    开放申购,    开放赎回,    ,    ,    null,    , 0.9793, 2018-09-28, 1.0192, 1.0192, 3.91, 
2018-10-18, 0.9706, 0.9706, 0.0,    null,    ,    1,    开放申购,    开放赎回,    ,    ,    null,    , 0.9706, 2018-09-28, 1.0192, 1.0192, 4.77, 
2018-10-19, 0.9855, 0.9855, 1.54,    null,    ,    1,    开放申购,    开放赎回,    ,    ,    null,    , 0.9855, 2018-09-28, 1.0192, 1.0192, 3.31, 
2018-10-22, 1.0084, 1.0084, 2.32,    null,    ,    1,    开放申购,    开放赎回,    ,    ,    null,    , 1.0084, 2018-09-28, 1.0192, 1.0192, 1.06, 
2018-10-23, 0.983, 0.983, -2.52,    null,    ,    1,    开放申购,    开放赎回,    ,    ,    null,    , 0.983, 2018-09-28, 1.0192, 1.0192, 3.55, 
2018-10-24, 0.9748, 0.9748, -0.83,    null,    ,    1,    开放申购,    开放赎回,    ,    ,    null,    , 0.9748, 2018-09-28, 1.0192, 1.0192, 4.36, 
2018-10-25, 0.9623, 0.9623, -1.28,    null,    ,    1,    开放申购,    开放赎回,    ,    ,    null,    , 0.9623, 2018-09-28, 1.0192, 1.0192, 5.58, 
2018-10-26, 0.9529, 0.9529, -0.98,    null,    ,    1,    开放申购,    开放赎回,    ,    ,    null,    , 0.9529, 2018-09-28, 1.0192, 1.0192, 6.51, 
2018-10-29, 0.9246, 0.9246, -2.97,    null,    ,    1,    开放申购,    开放赎回,    ,    ,    null,    , 0.9246, 2018-09-28, 1.0192, 1.0192, 9.28, 
2018-10-30, 0.9201, 0.9201, -0.49,    null,    ,    1,    开放申购,    开放赎回,    ,    ,    null,    , 0.9201, 2018-09-28, 1.0192, 1.0192, 9.72, 
2018-10-31, 0.9374, 0.9374, 1.88,    null,    ,    1,    开放申购,    开放赎回,    ,    ,    null,    , 0.9374, 2018-09-28, 1.0192, 1.0192, 8.03, 
2018-11-01, 0.9503, 0.9503, 1.38,    null,    ,    1,    开放申购,    开放赎回,    ,    ,    null,    , 0.9503, 2018-09-28, 1.0192, 1.0192, 6.76, 
2018-11-02, 0.9893, 0.9893, 4.1,    null,    ,    1,    开放申购,    开放赎回,    ,    ,    null,    , 0.9893, 2018-09-28, 1.0192, 1.0192, 2.93, 
2018-11-05, 0.9727, 0.9727, -1.68,    null,    ,    1,    开放申购,    开放赎回,    ,    ,    null,    , 0.9727, 2018-09-28, 1.0192, 1.0192, 4.56, 
2018-11-06, 0.9686, 0.9686, -0.42,    null,    ,    1,    开放申购,    开放赎回,    ,    ,    null,    , 0.9686, 2018-09-28, 1.0192, 1.0192, 4.96, 
