FSRQ, DWJZ, LJJZ, JZZZL, SDATE, ACTUALSYI, NAVTYPE, SGZT, SHZT, FHFCZ, FHFCBZ, DTYPE, FHSP, FQJZ, preHighFSRQ, preHighDWJZ, preHighLJJZ, withdraw, 
2019-03-20, 1.0, 1.0, 0.0,        null,        ,        1,        封闭期,        封闭期,        ,        ,        null,        , 1.0, 2019-03-20, 1.0, 1.0, 0.0, 
2019-03-22, 1.0031, 1.0031, 0.0,        null,        ,        1,        封闭期,        封闭期,        ,        ,        null,        , 1.0031, 2019-03-22, 1.0031, 1.0031, 0.0, 
2019-03-29, 1.0101, 1.0101, 0.0,        null,        ,        1,        封闭期,        封闭期,        ,        ,        null,        , 1.0101, 2019-03-29, 1.0101, 1.0101, 0.0, 
2019-04-04, 1.0557, 1.0557, 0.0,        null,        ,        1,        封闭期,        封闭期,        ,        ,        null,        , 1.0557, 2019-04-04, 1.0557, 1.0557, 0.0, 
2019-04-12, 1.0363, 1.0363, 0.0,        null,        ,        1,        封闭期,        封闭期,        ,        ,        null,        , 1.0363, 2019-04-04, 1.0557, 1.0557, 1.84, 
2019-04-19, 1.0412, 1.0412, 0.0,        null,        ,        1,        封闭期,        封闭期,        ,        ,        null,        , 1.0412, 2019-04-04, 1.0557, 1.0557, 1.37, 
2019-04-26, 0.989, 0.989, 0.0,        null,        ,        1,        封闭期,        封闭期,        ,        ,        null,        , 0.989, 2019-04-04, 1.0557, 1.0557, 6.32, 
2019-04-30, 0.9892, 0.9892, 0.0,        null,        ,        1,        封闭期,        封闭期,        ,        ,        null,        , 0.9892, 2019-04-04, 1.0557, 1.0557, 6.3, 
2019-05-10, 0.9645, 0.9645, 0.0,        null,        ,        1,        封闭期,        封闭期,        ,        ,        null,        , 0.9645, 2019-04-04, 1.0557, 1.0557, 8.64, 
2019-05-17, 0.9475, 0.9475, 0.0,        null,        ,        1,        封闭期,        封闭期,        ,        ,        null,        , 0.9475, 2019-04-04, 1.0557, 1.0557, 10.25, 
2019-05-24, 0.9369, 0.9369, 0.0,        null,        ,        1,        封闭期,        封闭期,        ,        ,        null,        , 0.9369, 2019-04-04, 1.0557, 1.0557, 11.25, 
2019-05-31, 0.9372, 0.9372, 0.0,        null,        ,        1,        封闭期,        封闭期,        ,        ,        null,        , 0.9372, 2019-04-04, 1.0557, 1.0557, 11.22, 
2019-06-06, 0.9183, 0.9183, 0.0,        null,        ,        1,        封闭期,        封闭期,        ,        ,        null,        , 0.9183, 2019-04-04, 1.0557, 1.0557, 13.02, 
2019-06-14, 0.931, 0.931, 0.0,        null,        ,        1,        封闭期,        封闭期,        ,        ,        null,        , 0.931, 2019-04-04, 1.0557, 1.0557, 11.81, 
2019-06-17, 0.9287, 0.9287, -0.25,        null,        ,        1,        封闭期,        封闭期,        ,        ,        null,        , 0.9287, 2019-04-04, 1.0557, 1.0557, 12.03, 
2019-06-18, 0.9276, 0.9276, -0.12,        null,        ,        1,        开放申购,        开放赎回,        ,        ,        null,        , 0.9276, 2019-04-04, 1.0557, 1.0557, 12.13, 
2019-06-19, 0.9365, 0.9365, 0.96,        null,        ,        1,        开放申购,        开放赎回,        ,        ,        null,        , 0.9365, 2019-04-04, 1.0557, 1.0557, 11.29, 
2019-06-20, 0.9509, 0.9509, 1.54,        null,        ,        1,        开放申购,        开放赎回,        ,        ,        null,        , 0.9509, 2019-04-04, 1.0557, 1.0557, 9.93, 
2019-06-21, 0.9559, 0.9559, 0.53,        null,        ,        1,        开放申购,        开放赎回,        ,        ,        null,        , 0.9559, 2019-04-04, 1.0557, 1.0557, 9.45, 
2019-06-24, 0.96, 0.96, 0.43,        null,        ,        1,        开放申购,        开放赎回,        ,        ,        null,        , 0.96, 2019-04-04, 1.0557, 1.0557, 9.07, 
2019-06-25, 0.9545, 0.9545, -0.57,        null,        ,        1,        开放申购,        开放赎回,        ,        ,        null,        , 0.9545, 2019-04-04, 1.0557, 1.0557, 9.59, 
2019-06-26, 0.957, 0.957, 0.26,        null,        ,        1,        开放申购,        开放赎回,        ,        ,        null,        , 0.957, 2019-04-04, 1.0557, 1.0557, 9.35, 
2019-06-27, 0.9625, 0.9625, 0.57,        null,        ,        1,        开放申购,        开放赎回,        ,        ,        null,        , 0.9625, 2019-04-04, 1.0557, 1.0557, 8.83, 
