FSRQ, DWJZ, LJJZ, JZZZL, SDATE, ACTUALSYI, NAVTYPE, SGZT, SHZT, FHFCZ, FHFCBZ, DTYPE, FHSP, FQJZ, preHighFSRQ, preHighDWJZ, preHighLJJZ, withdraw, 
2016-04-08, 1.0, 1.0, 0.0,            null,            ,            1,            封闭期,            封闭期,            ,            ,            null,            , 1.0, 2016-04-08, 1.0, 1.0, 0.0, 
2016-04-15, 0.998, 0.998, 0.0,            null,            ,            1,            封闭期,            封闭期,            ,            ,            null,            , 0.998, 2016-04-08, 1.0, 1.0, 0.2, 
2016-04-22, 0.996, 0.996, 0.0,            null,            ,            1,            封闭期,            封闭期,            ,            ,            null,            , 0.996, 2016-04-08, 1.0, 1.0, 0.4, 
2016-04-29, 0.997, 0.997, 0.0,            null,            ,            1,            封闭期,            封闭期,            ,            ,            null,            , 0.997, 2016-04-08, 1.0, 1.0, 0.3, 
2016-05-05, 1.001, 1.001, 0.0,            null,            ,            1,            封闭期,            封闭期,            ,            ,            null,            , 1.001, 2016-05-05, 1.001, 1.001, 0.0, 
2016-05-06, 0.991, 0.991, -1.0,            null,            ,            1,            开放申购,            开放赎回,            ,            ,            null,            , 0.991, 2016-05-05, 1.001, 1.001, 1.0, 
2016-05-09, 0.984, 0.984, -0.71,            null,            ,            1,            开放申购,            开放赎回,            ,            ,            null,            , 0.984, 2016-05-05, 1.001, 1.001, 1.7, 
2016-05-10, 0.987, 0.987, 0.3,            null,            ,            1,            开放申购,            开放赎回,            ,            ,            null,            , 0.987, 2016-05-05, 1.001, 1.001, 1.4, 
2016-05-11, 0.991, 0.991, 0.41,            null,            ,            1,            开放申购,            开放赎回,            ,            ,            null,            , 0.991, 2016-05-05, 1.001, 1.001, 1.0, 
2016-05-12, 0.996, 0.996, 0.5,            null,            ,            1,            开放申购,            开放赎回,            ,            ,            null,            , 0.996, 2016-05-05, 1.001, 1.001, 0.5, 
2016-05-13, 0.996, 0.996, 0.0,            null,            ,            1,            开放申购,            开放赎回,            ,            ,            null,            , 0.996, 2016-05-05, 1.001, 1.001, 0.5, 
2016-05-16, 1.005, 1.005, 0.9,            null,            ,            1,            开放申购,            开放赎回,            ,            ,            null,            , 1.005, 2016-05-16, 1.005, 1.005, 0.0, 
2016-05-17, 1.001, 1.001, -0.4,            null,            ,            1,            开放申购,            开放赎回,            ,            ,            null,            , 1.001, 2016-05-16, 1.005, 1.005, 0.4, 
2016-05-18, 0.988, 0.988, -1.3,            null,            ,            1,            开放申购,            开放赎回,            ,            ,            null,            , 0.988, 2016-05-16, 1.005, 1.005, 1.69, 
2016-05-19, 0.987, 0.987, -0.1,            null,            ,            1,            开放申购,            开放赎回,            ,            ,            null,            , 0.987, 2016-05-16, 1.005, 1.005, 1.79, 
2016-05-20, 0.99, 0.99, 0.3,            null,            ,            1,            开放申购,            开放赎回,            ,            ,            null,            , 0.99, 2016-05-16, 1.005, 1.005, 1.49, 
2016-05-23, 1.0, 1.0, 1.01,            null,            ,            1,            开放申购,            开放赎回,            ,            ,            null,            , 1.0, 2016-05-16, 1.005, 1.005, 0.5, 
2016-05-24, 0.994, 0.994, -0.6,            null,            ,            1,            开放申购,            开放赎回,            ,            ,            null,            , 0.994, 2016-05-16, 1.005, 1.005, 1.09, 
2016-05-25, 0.991, 0.991, -0.3,            null,            ,            1,            开放申购,            开放赎回,            ,            ,            null,            , 0.991, 2016-05-16, 1.005, 1.005, 1.39, 
2016-05-26, 0.991, 0.991, 0.0,            null,            ,            1,            开放申购,            开放赎回,            ,            ,            null,            , 0.991, 2016-05-16, 1.005, 1.005, 1.39, 
2016-05-27, 0.991, 0.991, 0.0,            null,            ,            1,            开放申购,            开放赎回,            ,            ,            null,            , 0.991, 2016-05-16, 1.005, 1.005, 1.39, 
2016-05-30, 0.993, 0.993, 0.2,            null,            ,            1,            开放申购,            开放赎回,            ,            ,            null,            , 0.993, 2016-05-16, 1.005, 1.005, 1.19, 
2016-05-31, 1.021, 1.021, 2.82,            null,            ,            1,            开放申购,            开放赎回,            ,            ,            null,            , 1.021, 2016-05-31, 1.021, 1.021, 0.0, 
2016-06-01, 1.021, 1.021, 0.0,            null,            ,            1,            开放申购,            开放赎回,            ,            ,            null,            , 1.021, 2016-05-31, 1.021, 1.021, 0.0, 
2016-06-02, 1.023, 1.023, 0.2,            null,            ,            1,            开放申购,            开放赎回,            ,            ,            null,            , 1.023, 2016-06-02, 1.023, 1.023, 0.0, 
2016-06-03, 1.035, 1.035, 1.17,            null,            ,            1,            开放申购,            开放赎回,            ,            ,            null,            , 1.035, 2016-06-03, 1.035, 1.035, 0.0, 
2016-06-06, 1.035, 1.035, 0.0,            null,            ,            1,            开放申购,            开放赎回,            ,            ,            null,            , 1.035, 2016-06-03, 1.035, 1.035, 0.0, 
2016-06-07, 1.04, 1.04, 0.48,            null,            ,            1,            开放申购,            开放赎回,            ,            ,            null,            , 1.04, 2016-06-07, 1.04, 1.04, 0.0, 
2016-06-08, 1.04, 1.04, 0.0,            null,            ,            1,            开放申购,            开放赎回,            ,            ,            null,            , 1.04, 2016-06-07, 1.04, 1.04, 0.0, 
2016-06-13, 1.008, 1.008, -3.08,            null,            ,            1,            开放申购,            开放赎回,            ,            ,            null,            , 1.008, 2016-06-07, 1.04, 1.04, 3.08, 
2016-06-14, 1.017, 1.017, 0.89,            null,            ,            1,            开放申购,            开放赎回,            ,            ,            null,            , 1.017, 2016-06-07, 1.04, 1.04, 2.21, 
2016-06-15, 1.044, 1.044, 2.65,            null,            ,            1,            开放申购,            开放赎回,            ,            ,            null,            , 1.044, 2016-06-15, 1.044, 1.044, 0.0, 
2016-06-16, 1.039, 1.039, -0.48,            null,            ,            1,            开放申购,            开放赎回,            ,            ,            null,            , 1.039, 2016-06-15, 1.044, 1.044, 0.48, 
2016-06-17, 1.045, 1.045, 0.58,            null,            ,            1,            开放申购,            开放赎回,            ,            ,            null,            , 1.045, 2016-06-17, 1.045, 1.045, 0.0, 
2016-06-20, 1.054, 1.054, 0.86,            null,            ,            1,            开放申购,            开放赎回,            ,            ,            null,            , 1.054, 2016-06-20, 1.054, 1.054, 0.0, 
2016-06-21, 1.05, 1.05, -0.38,            null,            ,            1,            开放申购,            开放赎回,            ,            ,            null,            , 1.05, 2016-06-20, 1.054, 1.054, 0.38, 
2016-06-22, 1.06, 1.06, 0.95,            null,            ,            1,            开放申购,            开放赎回,            ,            ,            null,            , 1.06, 2016-06-22, 1.06, 1.06, 0.0, 
2016-06-23, 1.053, 1.053, -0.66,            null,            ,            1,            开放申购,            开放赎回,            ,            ,            null,            , 1.053, 2016-06-22, 1.06, 1.06, 0.66, 
2016-06-24, 1.039, 1.039, -1.33,            null,            ,            1,            开放申购,            开放赎回,            ,            ,            null,            , 1.039, 2016-06-22, 1.06, 1.06, 1.98, 
