FSRQ,DWJZ,LJJZ,JZZZL,SDATE,ACTUALSYI,NAVTYPE,SGZT,SHZT,FHFCZ,FHFCBZ,DTYPE,FHSP,FQJZ,preHighFSRQ,preHighDWJZ,preHighLJJZ,withdraw,
2021-01-20,1.0,1.0,0.0,            null,            ,            1,            封闭期,            封闭期,            ,            ,            null,            ,1.0,2021-01-20,1.0,1.0,0.0,
2021-01-22,0.9999,0.9999,0.0,            null,            ,            1,            封闭期,            封闭期,            ,            ,            null,            ,0.9999,2021-01-20,1.0,1.0,0.01,
2021-01-29,0.9983,0.9983,0.0,            null,            ,            1,            封闭期,            封闭期,            ,            ,            null,            ,0.9983,2021-01-20,1.0,1.0,0.17,
2021-02-05,1.0105,1.0105,0.0,            null,            ,            1,            封闭期,            封闭期,            ,            ,            null,            ,1.0105,2021-02-05,1.0105,1.0105,0.0,
2021-02-08,1.0185,1.0185,0.79,            null,            ,            1,            开放申购,            开放赎回,            ,            ,            null,            ,1.0185,2021-02-08,1.0185,1.0185,0.0,
2021-02-09,1.0299,1.0299,1.12,            null,            ,            1,            开放申购,            开放赎回,            ,            ,            null,            ,1.0299,2021-02-09,1.0299,1.0299,0.0,
2021-02-10,1.0308,1.0308,0.09,            null,            ,            1,            开放申购,            开放赎回,            ,            ,            null,            ,1.0308,2021-02-10,1.0308,1.0308,0.0,
2021-02-18,1.0399,1.0399,0.88,            null,            ,            1,            开放申购,            开放赎回,            ,            ,            null,            ,1.0399,2021-02-18,1.0399,1.0399,0.0,
2021-02-19,1.0449,1.0449,0.48,            null,            ,            1,            开放申购,            开放赎回,            ,            ,            null,            ,1.0449,2021-02-19,1.0449,1.0449,0.0,
2021-02-22,1.0491,1.0491,0.4,            null,            ,            1,            开放申购,            开放赎回,            ,            ,            null,            ,1.0491,2021-02-22,1.0491,1.0491,0.0,
2021-02-23,1.0487,1.0487,-0.04,            null,            ,            1,            开放申购,            开放赎回,            ,            ,            null,            ,1.0487,2021-02-22,1.0491,1.0491,0.04,
2021-02-24,1.0346,1.0346,-1.34,            null,            ,            1,            开放申购,            开放赎回,            ,            ,            null,            ,1.0346,2021-02-22,1.0491,1.0491,1.38,
2021-02-25,1.0478,1.0478,1.28,            null,            ,            1,            开放申购,            开放赎回,            ,            ,            null,            ,1.0478,2021-02-22,1.0491,1.0491,0.12,
2021-02-26,1.0237,1.0237,-2.3,            null,            ,            1,            开放申购,            开放赎回,            ,            ,            null,            ,1.0237,2021-02-22,1.0491,1.0491,2.42,
2021-03-01,1.0467,1.0467,2.25,            null,            ,            1,            开放申购,            开放赎回,            ,            ,            null,            ,1.0467,2021-02-22,1.0491,1.0491,0.23,
2021-03-02,1.035,1.035,-1.12,            null,            ,            1,            开放申购,            开放赎回,            ,            ,            null,            ,1.035,2021-02-22,1.0491,1.0491,1.34,
2021-03-03,1.0625,1.0625,2.66,            null,            ,            1,            开放申购,            开放赎回,            ,            ,            null,            ,1.0625,2021-03-03,1.0625,1.0625,0.0,
2021-03-04,1.0472,1.0472,-1.44,            null,            ,            1,            开放申购,            开放赎回,            ,            ,            null,            ,1.0472,2021-03-03,1.0625,1.0625,1.44,
2021-03-05,1.0393,1.0393,-0.75,            null,            ,            1,            开放申购,            开放赎回,            ,            ,            null,            ,1.0393,2021-03-03,1.0625,1.0625,2.18,
2021-03-08,1.0315,1.0315,-0.75,            null,            ,            1,            开放申购,            开放赎回,            ,            ,            null,            ,1.0315,2021-03-03,1.0625,1.0625,2.92,
2021-03-09,1.0084,1.0084,-2.24,            null,            ,            1,            开放申购,            开放赎回,            ,            ,            null,            ,1.0084,2021-03-03,1.0625,1.0625,5.09,
2021-03-10,1.0011,1.0011,-0.72,            null,            ,            1,            开放申购,            开放赎回,            ,            ,            null,            ,1.0011,2021-03-03,1.0625,1.0625,5.78,
2021-03-11,1.0277,1.0277,2.66,            null,            ,            1,            开放申购,            开放赎回,            ,            ,            null,            ,1.0277,2021-03-03,1.0625,1.0625,3.28,
2021-03-12,1.0319,1.0319,0.41,            null,            ,            1,            开放申购,            开放赎回,            ,            ,            null,            ,1.0319,2021-03-03,1.0625,1.0625,2.88,
2021-03-15,1.0308,1.0308,-0.11,            null,            ,            1,            开放申购,            开放赎回,            ,            ,            null,            ,1.0308,2021-03-03,1.0625,1.0625,2.98,
