FSRQ,DWJZ,LJJZ,JZZZL,SDATE,ACTUALSYI,NAVTYPE,SGZT,SHZT,FHFCZ,FHFCBZ,DTYPE,FHSP,FQJZ,preHighFSRQ,preHighDWJZ,preHighLJJZ,withdraw,
2016-02-04,1.0,1.0,0.0,            null,            ,            1,            封闭期,            封闭期,            ,            ,            null,            ,1.0,2016-02-04,1.0,1.0,0.0,
2016-02-05,0.999,0.999,-0.1,            null,            ,            1,            封闭期,            封闭期,            ,            ,            null,            ,0.999,2016-02-04,1.0,1.0,0.1,
2016-02-19,1.006,1.006,0.0,            null,            ,            1,            封闭期,            封闭期,            ,            ,            null,            ,1.006,2016-02-19,1.006,1.006,0.0,
2016-02-26,0.987,0.987,0.0,            null,            ,            1,            封闭期,            封闭期,            ,            ,            null,            ,0.987,2016-02-19,1.006,1.006,1.89,
2016-03-03,0.988,0.988,0.0,            null,            ,            1,            封闭期,            封闭期,            ,            ,            null,            ,0.988,2016-02-19,1.006,1.006,1.79,
2016-03-04,0.976,0.976,-1.21,            null,            ,            1,            开放申购,            开放赎回,            ,            ,            null,            ,0.976,2016-02-19,1.006,1.006,2.98,
2016-03-07,0.986,0.986,1.02,            null,            ,            1,            开放申购,            开放赎回,            ,            ,            null,            ,0.986,2016-02-19,1.006,1.006,1.99,
2016-03-08,0.995,0.995,0.91,            null,            ,            1,            开放申购,            开放赎回,            ,            ,            null,            ,0.995,2016-02-19,1.006,1.006,1.09,
2016-03-09,0.989,0.989,-0.6,            null,            ,            1,            开放申购,            开放赎回,            ,            ,            null,            ,0.989,2016-02-19,1.006,1.006,1.69,
2016-03-10,0.983,0.983,-0.61,            null,            ,            1,            开放申购,            开放赎回,            ,            ,            null,            ,0.983,2016-02-19,1.006,1.006,2.29,
2016-03-11,0.986,0.986,0.31,            null,            ,            1,            开放申购,            开放赎回,            ,            ,            null,            ,0.986,2016-02-19,1.006,1.006,1.99,
2016-03-14,1.0,1.0,1.42,            null,            ,            1,            开放申购,            开放赎回,            ,            ,            null,            ,1.0,2016-02-19,1.006,1.006,0.6,
2016-03-15,1.002,1.002,0.2,            null,            ,            1,            开放申购,            开放赎回,            ,            ,            null,            ,1.002,2016-02-19,1.006,1.006,0.4,
2016-03-16,0.999,0.999,-0.3,            null,            ,            1,            开放申购,            开放赎回,            ,            ,            null,            ,0.999,2016-02-19,1.006,1.006,0.7,
2016-03-17,1.016,1.016,1.7,            null,            ,            1,            开放申购,            开放赎回,            ,            ,            null,            ,1.016,2016-03-17,1.016,1.016,0.0,
2016-03-18,1.027,1.027,1.08,            null,            ,            1,            开放申购,            开放赎回,            ,            ,            null,            ,1.027,2016-03-18,1.027,1.027,0.0,
2016-03-21,1.036,1.036,0.88,            null,            ,            1,            开放申购,            开放赎回,            ,            ,            null,            ,1.036,2016-03-21,1.036,1.036,0.0,
2016-03-22,1.037,1.037,0.1,            null,            ,            1,            开放申购,            开放赎回,            ,            ,            null,            ,1.037,2016-03-22,1.037,1.037,0.0,
2016-03-23,1.039,1.039,0.19,            null,            ,            1,            开放申购,            开放赎回,            ,            ,            null,            ,1.039,2016-03-23,1.039,1.039,0.0,
2016-03-24,1.032,1.032,-0.67,            null,            ,            1,            开放申购,            开放赎回,            ,            ,            null,            ,1.032,2016-03-23,1.039,1.039,0.67,
2016-03-25,1.038,1.038,0.58,            null,            ,            1,            开放申购,            开放赎回,            ,            ,            null,            ,1.038,2016-03-23,1.039,1.039,0.1,
2016-03-28,1.033,1.033,-0.48,            null,            ,            1,            开放申购,            开放赎回,            ,            ,            null,            ,1.033,2016-03-23,1.039,1.039,0.58,
2016-03-29,1.027,1.027,-0.58,            null,            ,            1,            开放申购,            开放赎回,            ,            ,            null,            ,1.027,2016-03-23,1.039,1.039,1.15,
2016-03-30,1.056,1.056,2.82,            null,            ,            1,            开放申购,            开放赎回,            ,            ,            null,            ,1.056,2016-03-30,1.056,1.056,0.0,
2016-03-31,1.062,1.062,0.57,            null,            ,            1,            开放申购,            开放赎回,            ,            ,            null,            ,1.062,2016-03-31,1.062,1.062,0.0,
2016-04-01,1.063,1.063,0.09,            null,            ,            1,            开放申购,            开放赎回,            ,            ,            null,            ,1.063,2016-04-01,1.063,1.063,0.0,
2016-04-05,1.096,1.096,3.1,            null,            ,            1,            开放申购,            开放赎回,            ,            ,            null,            ,1.096,2016-04-05,1.096,1.096,0.0,
2016-04-06,1.098,1.098,0.18,            null,            ,            1,            开放申购,            开放赎回,            ,            ,            null,            ,1.098,2016-04-06,1.098,1.098,0.0,
2016-04-07,1.083,1.083,-1.37,            null,            ,            1,            开放申购,            开放赎回,            ,            ,            null,            ,1.083,2016-04-06,1.098,1.098,1.37,
2016-04-08,1.08,1.08,-0.28,            null,            ,            1,            开放申购,            开放赎回,            ,            ,            null,            ,1.08,2016-04-06,1.098,1.098,1.64,
2016-04-11,1.109,1.109,2.69,            null,            ,            1,            开放申购,            开放赎回,            ,            ,            null,            ,1.109,2016-04-11,1.109,1.109,0.0,
2016-04-12,1.094,1.094,-1.35,            null,            ,            1,            开放申购,            开放赎回,            ,            ,            null,            ,1.094,2016-04-11,1.109,1.109,1.35,
2016-04-13,1.108,1.108,1.28,            null,            ,            1,            开放申购,            开放赎回,            ,            ,            null,            ,1.108,2016-04-11,1.109,1.109,0.09,
2016-04-14,1.12,1.12,1.08,            null,            ,            1,            开放申购,            开放赎回,            ,            ,            null,            ,1.12,2016-04-14,1.12,1.12,0.0,
2016-04-15,1.116,1.116,-0.36,            null,            ,            1,            开放申购,            开放赎回,            ,            ,            null,            ,1.116,2016-04-14,1.12,1.12,0.36,
2016-04-18,1.098,1.098,-1.61,            null,            ,            1,            开放申购,            开放赎回,            ,            ,            null,            ,1.098,2016-04-14,1.12,1.12,1.96,
2016-04-19,1.1,1.1,0.18,            null,            ,            1,            开放申购,            开放赎回,            ,            ,            null,            ,1.1,2016-04-14,1.12,1.12,1.79,
2016-04-20,1.062,1.062,-3.45,            null,            ,            1,            开放申购,            开放赎回,            ,            ,            null,            ,1.062,2016-04-14,1.12,1.12,5.18,
2016-04-21,1.057,1.057,-0.47,            null,            ,            1,            开放申购,            开放赎回,            ,            ,            null,            ,1.057,2016-04-14,1.12,1.12,5.62,
2016-04-22,1.069,1.069,1.14,            null,            ,            1,            开放申购,            开放赎回,            ,            ,            null,            ,1.069,2016-04-14,1.12,1.12,4.55,
