FSRQ,DWJZ,LJJZ,JZZZL,SDATE,ACTUALSYI,NAVTYPE,SGZT,SHZT,FHFCZ,FHFCBZ,DTYPE,FHSP,FQJZ,preHighFSRQ,preHighDWJZ,preHighLJJZ,withdraw,
2015-05-06,1.0,1.0,0.0,            null,            ,            1,            封闭期,            封闭期,            ,            ,            null,            ,1.0,2015-05-06,1.0,1.0,0.0,
2015-05-08,1.004,1.004,0.0,            null,            ,            1,            封闭期,            封闭期,            ,            ,            null,            ,1.004,2015-05-08,1.004,1.004,0.0,
2015-05-15,1.021,1.021,0.0,            null,            ,            1,            封闭期,            封闭期,            ,            ,            null,            ,1.021,2015-05-15,1.021,1.021,0.0,
2015-05-22,1.078,1.078,0.0,            null,            ,            1,            封闭期,            封闭期,            ,            ,            null,            ,1.078,2015-05-22,1.078,1.078,0.0,
2015-05-29,1.112,1.112,0.0,            null,            ,            1,            封闭期,            封闭期,            ,            ,            null,            ,1.112,2015-05-29,1.112,1.112,0.0,
2015-06-05,1.203,1.203,0.0,            null,            ,            1,            封闭期,            封闭期,            ,            ,            null,            ,1.203,2015-06-05,1.203,1.203,0.0,
2015-06-11,1.188,1.188,0.0,            null,            ,            1,            封闭期,            封闭期,            ,            ,            null,            ,1.188,2015-06-05,1.203,1.203,1.25,
2015-06-12,1.204,1.204,1.35,            null,            ,            1,            开放申购,            开放赎回,            ,            ,            null,            ,1.204,2015-06-12,1.204,1.204,0.0,
2015-06-15,1.204,1.204,0.0,            null,            ,            1,            开放申购,            开放赎回,            ,            ,            null,            ,1.204,2015-06-12,1.204,1.204,0.0,
2015-06-16,1.162,1.162,-3.49,            null,            ,            1,            开放申购,            开放赎回,            ,            ,            null,            ,1.162,2015-06-12,1.204,1.204,3.49,
2015-06-17,1.175,1.175,1.12,            null,            ,            1,            开放申购,            开放赎回,            ,            ,            null,            ,1.175,2015-06-12,1.204,1.204,2.41,
2015-06-18,1.144,1.144,-2.64,            null,            ,            1,            开放申购,            开放赎回,            ,            ,            null,            ,1.144,2015-06-12,1.204,1.204,4.98,
2015-06-19,1.087,1.087,-4.98,            null,            ,            1,            开放申购,            开放赎回,            ,            ,            null,            ,1.087,2015-06-12,1.204,1.204,9.72,
