FSRQ, DWJZ, LJJZ, JZZZL, SDATE, ACTUALSYI, NAVTYPE, SGZT, SHZT, FHFCZ, FHFCBZ, DTYPE, FHSP, FQJZ, preHighFSRQ, preHighDWJZ, preHighLJJZ, withdraw, 
2021-12-08, 1.0, 1.0, 0.0,    null,    ,    1,    封闭期,    封闭期,    ,    ,    null,    , 1.0, 2021-12-08, 1.0, 1.0, 0.0, 
2021-12-10, 1.0, 1.0, 0.0,    null,    ,    1,    封闭期,    封闭期,    ,    ,    null,    , 1.0, 2021-12-08, 1.0, 1.0, 0.0, 
2021-12-17, 0.9998, 0.9998, 0.0,    null,    ,    1,    封闭期,    封闭期,    ,    ,    null,    , 0.9998, 2021-12-08, 1.0, 1.0, 0.02, 
2021-12-24, 1.002, 1.002, 0.0,    null,    ,    1,    封闭期,    封闭期,    ,    ,    null,    , 1.002, 2021-12-24, 1.002, 1.002, 0.0, 
2021-12-31, 1.0095, 1.0095, 0.0,    null,    ,    1,    封闭期,    封闭期,    ,    ,    null,    , 1.0095, 2021-12-31, 1.0095, 1.0095, 0.0, 
2022-01-07, 1.0159, 1.0159, 0.0,    null,    ,    1,    封闭期,    封闭期,    ,    ,    null,    , 1.0159, 2022-01-07, 1.0159, 1.0159, 0.0, 
2022-01-14, 1.0214, 1.0214, 0.0,    null,    ,    1,    封闭期,    封闭期,    ,    ,    null,    , 1.0214, 2022-01-14, 1.0214, 1.0214, 0.0, 
2022-01-21, 1.0214, 1.0214, 0.0,    null,    ,    1,    封闭期,    封闭期,    ,    ,    null,    , 1.0214, 2022-01-14, 1.0214, 1.0214, 0.0, 
2022-01-28, 0.9987, 0.9987, 0.0,    null,    ,    1,    封闭期,    封闭期,    ,    ,    null,    , 0.9987, 2022-01-14, 1.0214, 1.0214, 2.22, 
2022-02-11, 1.0115, 1.0115, 0.0,    null,    ,    1,    封闭期,    封闭期,    ,    ,    null,    , 1.0115, 2022-01-14, 1.0214, 1.0214, 0.97, 
2022-02-18, 1.0135, 1.0135, 0.0,    null,    ,    1,    封闭期,    封闭期,    ,    ,    null,    , 1.0135, 2022-01-14, 1.0214, 1.0214, 0.77, 
2022-02-25, 1.0217, 1.0217, 0.0,    null,    ,    1,    封闭期,    封闭期,    ,    ,    null,    , 1.0217, 2022-02-25, 1.0217, 1.0217, 0.0, 
2022-03-04, 1.0121, 1.0121, 0.0,    null,    ,    1,    封闭期,    封闭期,    ,    ,    null,    , 1.0121, 2022-02-25, 1.0217, 1.0217, 0.94, 
2022-03-07, 1.0064, 1.0064, -0.56,    null,    ,    1,    封闭期,    开放赎回,    ,    ,    null,    , 1.0064, 2022-02-25, 1.0217, 1.0217, 1.5, 
2022-03-08, 0.9932, 0.9932, -1.31,    null,    ,    1,    封闭期,    开放赎回,    ,    ,    null,    , 0.9932, 2022-02-25, 1.0217, 1.0217, 2.79, 
2022-03-09, 0.9901, 0.9901, -0.31,    null,    ,    1,    封闭期,    开放赎回,    ,    ,    null,    , 0.9901, 2022-02-25, 1.0217, 1.0217, 3.09, 
2022-03-10, 0.9981, 0.9981, 0.81,    null,    ,    1,    封闭期,    开放赎回,    ,    ,    null,    , 0.9981, 2022-02-25, 1.0217, 1.0217, 2.31, 
2022-03-11, 0.9962, 0.9962, -0.19,    null,    ,    1,    封闭期,    开放赎回,    ,    ,    null,    , 0.9962, 2022-02-25, 1.0217, 1.0217, 2.5, 
