FSRQ,DWJZ,LJJZ,JZZZL,SDATE,ACTUALSYI,NAVTYPE,SGZT,SHZT,FHFCZ,FHFCBZ,DTYPE,FHSP,FQJZ,preHighFSRQ,preHighDWJZ,preHighLJJZ,withdraw,
2011-10-26,1.0,1.0,0.0, null, , 1, 封闭期, 封闭期, , , null, ,1.0,2011-10-26,1.0,1.0,0.0,
2011-10-28,1.0,1.0,0.0, null, , 1, 封闭期, 封闭期, , , null, ,1.0,2011-10-26,1.0,1.0,0.0,
2011-11-04,1.002,1.002,0.2, null, , 1, 封闭期, 封闭期, , , null, ,1.002,2011-11-04,1.002,1.002,0.0,
2011-11-11,1.003,1.003,0.1, null, , 1, 封闭期, 封闭期, , , null, ,1.003,2011-11-11,1.003,1.003,0.0,
2011-11-18,1.002,1.002,-0.1, null, , 1, 封闭期, 封闭期, , , null, ,1.002,2011-11-11,1.003,1.003,0.1,
2011-11-25,1.003,1.003,0.1, null, , 1, 封闭期, 封闭期, , , null, ,1.003,2011-11-11,1.003,1.003,0.0,
2011-12-02,1.002,1.002,-0.1, null, , 1, 封闭期, 封闭期, , , null, ,1.002,2011-11-11,1.003,1.003,0.1,
2011-12-06,1.0,1.0,-0.2, null, , 1, 封闭期, 封闭期, , , null, ,1.0,2011-11-11,1.003,1.003,0.3,
2011-12-07,1.0,1.0,0.0, null, , 1, 开放申购, 开放赎回, , , null, ,1.0,2011-11-11,1.003,1.003,0.3,
2011-12-08,1.001,1.001,0.1, null, , 1, 开放申购, 开放赎回, , , null, ,1.001,2011-11-11,1.003,1.003,0.2,
2011-12-09,1.001,1.001,0.0, null, , 1, 开放申购, 开放赎回, , , null, ,1.001,2011-11-11,1.003,1.003,0.2,
2011-12-12,1.0,1.0,-0.1, null, , 1, 开放申购, 开放赎回, , , null, ,1.0,2011-11-11,1.003,1.003,0.3,
2011-12-13,0.996,0.996,-0.4, null, , 1, 开放申购, 开放赎回, , , null, ,0.996,2011-11-11,1.003,1.003,0.7,
2011-12-14,0.994,0.994,-0.2, null, , 1, 开放申购, 开放赎回, , , null, ,0.99401,2011-11-11,1.003,1.003,0.9,
2011-12-15,0.99,0.99,-0.4, null, , 1, 开放申购, 开放赎回, , , null, ,0.99003,2011-11-11,1.003,1.003,1.29,
2011-12-16,0.993,0.993,0.3, null, , 1, 开放申购, 开放赎回, , , null, ,0.993,2011-11-11,1.003,1.003,1.0,
2011-12-19,0.993,0.993,0.0, null, , 1, 开放申购, 开放赎回, , , null, ,0.993,2011-11-11,1.003,1.003,1.0,
